staId,staRetId,staProductName,staBreadcrumb,staOptionName,staChildIdentifier,staParentIdentifier,staUrlId,staPartNumber,staImageCount,staDescription,staMainImage,staShippingWeight,staShippingWeightUnit,staBestSeller1,staBestSeller2,staBestSeller3,staFirstAvailable,staBrand,staItemWeight,staItemWeightUnit,staDimensions,staDimensionsUnit,staAplus,staLastCrawl
216,1,"Novation BASS STATION II 25-Key MIDI USB Keyboard Synth+Headphones+Mics+Speaker","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06XCXSD97,B06XCXSD97,340,"BASS STATION II+PRO-M50+(2) RMC-XLR+NPB3",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81ZiS8pFOXL._SL1500_.jpg,20,pounds,"#216,169 in Musical Instruments (See Top 100 in Musical Instruments)","#537 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-21,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,261
217,1,"MOOG Etherwave Standard Theremin Pre-Assembled Ash Cabinet w/ Instrument Cable","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00ZAZCHDS,B00ZAZCHDS,342,"EWSTD019 BUNDLE",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61hHfywZ1BL._SL1500_.jpg,8,pounds,"#225,491 in Musical Instruments (See Top 100 in Musical Instruments)","#563 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-06-09,Moog,8,pounds,NULL,inches,0,263
218,1,"Yamaha MOXF6 Music Production Workstation","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00GC0FID6,B00GC0FID6,343,MOXF6,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71jm-mkrsnL._SL1500_.jpg,26,pounds,"#193,187 in Musical Instruments (See Top 100 in Musical Instruments)","#447 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2014-09-21,Yamaha,26,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,264
220,1,"Yamaha AW16G Profesional Audio Workstation","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B000B63CDU,B000B63CDU,344,AW1600,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81VeO7gZx4L._SL1500_.jpg,16,15.9pounds,"#188,803 in Musical Instruments (See Top 100 in Musical Instruments)","#434 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2004-07-16,Yamaha,15,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,266
221,1,"Synthrotek VCO Partial Kit - Analog Voltage Controlled Oscillator Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07FWX5RKC,B07FWX5RKC,346,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61-5hJ7GkFL._SL1000_.jpg,6,ounces,"#239,854 in Musical Instruments (See Top 100 in Musical Instruments)","#610 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-07-25,Synthrotek,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,267
222,1,"Arturia MicroBrute Analog Synthesizer Bundle, Includes Hosa 3.5 mm TS to 3.5 mm TS Unbalanced Patch Cables and MID-305BK Midi Cable","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07CJ844GR,B07CJ844GR,347,"[!Error: part_number Not Found]",6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/711uODNY3IL._SL1250_.jpg,7,pounds,"#199,320 in Musical Instruments (See Top 100 in Musical Instruments)","#474 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2014-04-22,Arturia,7,pounds,NULL,inches,0,268
223,1,"Roland SH-01A Boutique Series 4-voice Synthesizer Module with 1 Year EverythingMusic Extended Warranty Free","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B077XWJ8NH,B077XWJ8NH,348,SH-01A,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61HPOa9Z0zL._SL1000_.jpg,2,pounds,"#200,330 in Musical Instruments (See Top 100 in Musical Instruments)","#484 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-04,Roland,2,pounds,NULL,inches,0,269
224,1,"Roland D-05 Linear Synthesizer with 1 Year EverythingMusic Extended Warranty Free","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B077FWZXTW,B077FWZXTW,349,D-05,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71G6u8HczhL._SL1500_.jpg,4,pounds,"#202,699 in Musical Instruments (See Top 100 in Musical Instruments)","#487 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-11-13,Roland,2,pounds,NULL,inches,0,270
225,1,"Samson Graphite 49 Key USB MIDI DJ Keyboard Controller+Headphones+Mic+Cable+Case","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06XC7YGTM,B06XC7YGTM,353,SAKGR49+RMC-XLR+SASR350,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71OS9-7Jn5L._SL1500_.jpg,15,pounds,"#208,163 in Musical Instruments (See Top 100 in Musical Instruments)","#500 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-21,"Samson Technologies",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,272
227,1,"Blue Lantern Barton Duo Quantizer 4HP Eurorack Modular","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01H2J79EG,B01H2J79EG,355,"Barton Duo Quantizer",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61RWdNoJE3L._SL1500_.jpg,10,ounces,"#253,672 in Musical Instruments (See Top 100 in Musical Instruments)","#663 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-14,"Blue Lantern",10,ounces,NULL,inches,0,274
228,1,"Tiptop Audio SD808 TR808 Snare Drum Gen","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LSK38,B01F9LSK38,356,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51cqcvVPkEL._SL1200_.jpg,4,ounces,"#210,367 in Musical Instruments (See Top 100 in Musical Instruments)","#509 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-08-06,"Tiptop Audio",1,pounds,NULL,inches,0,275
229,1,"Arturia MiniBrute 2 Analog Synthesizer Bundle with MIDI Cable and Austin Bazaar Polishing Cloth","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07FL7WGYN,B07HPCWMDR,358,531001-COMBO-STD,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81oHBnp8alL._SL1500_.jpg,14,pounds,"#302,015 in Musical Instruments (See Top 100 in Musical Instruments)","#800 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-07-14,Arturia,14,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,276
230,1,"Yamaha S70XS Synthesizer; 76-Note Balanced Hammer-Weighted Action","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0032IKQS8,B0032IKQS8,357,S70XS,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71ChvNGqeTL._SL1500_.jpg,56,pounds,"#210,661 in Musical Instruments (See Top 100 in Musical Instruments)","#508 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2009-12-31,Yamaha,56,pounds,NULL,inches,0,277
231,1,"WMD Chimera Percussion Synthesizer Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BH2XJ2C,B07BH2XJ2C,359,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51p02nxkdGL._SL1200_.jpg,7,ounces,"#305,136 in Musical Instruments (See Top 100 in Musical Instruments)","#810 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-15,WMD,1,pounds,NULL,inches,0,278
232,1,,"Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BB7V4RY,B07BB7V4RY,360,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81JfvatrGvL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#592,829 in Electronics (See Top 100 in Electronics)","#637 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations","#73,366 in Video Games | Accessories",2018-03-08,DIAGMA,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,279
233,1,"Moog Minimoog Model D ATA Road Case","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01N814KJT,B01N814KJT,367,RES-RC-008,2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/816cM1Ak41L._SL1500_.jpg,39,pounds,"#145,457 in Musical Instruments (See Top 100 in Musical Instruments)","#306 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-23,"Moog Music Inc.",39,pounds,NULL,inches,0,280
234,1,"Tiptop Audio Fold Processor Wave Folder/Multiplier Eurorack Synth Module w/Clea","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B075GZDB57,B075GZDB57,361,4334321707,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81qkpSlhsHL._SL1500_.jpg,1,pounds,"#217,411 in Musical Instruments (See Top 100 in Musical Instruments)","#541 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-08-08,"Tiptop Audio",1,pounds,NULL,inches,0,281
235,1,"Roland System-1 25-key Plug-Out Synthesizer Keyboard with Microfiber and Free EverythingMusic 1 Year Extended Warranty","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07JVN463Z,B07JVN463Z,369,SYSTEM-1,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71CiWDZNAIL._SL1000_.jpg,9,pounds,"#157,881 in Musical Instruments (See Top 100 in Musical Instruments)","#331 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-10-10,Roland,5,pounds,NULL,inches,0,282
236,1,"Moog 220V Moogerfooger Power Supply","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07F91X3FZ,B07F91X3FZ,370,TRN-01-000-0008,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81xK9AQkKCL._SL1500_.jpg,9,ounces,"#143,782 in Musical Instruments (See Top 100 in Musical Instruments)","#299 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-07-05,"Moog Music Inc.",9,ounces,NULL,"[!Error: dimensions_unit Not Found]",0,283
237,1,"KORG Monologue 25-Key Compact Monophonic Analog Synthesizer - Blue","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01N6SAA2Z,B01N6SAA2Z,371,"[!Error: part_number Not Found]",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71vR-6GTQXL._SL1281_.jpg,5,pounds,"#136,409 in Musical Instruments (See Top 100 in Musical Instruments)","#277 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-01-17,Korg,5,pounds,NULL,inches,0,284
242,1,"Roland GAIA SH-01 Analog Synthesizer -INCLUDES- Hosa MID-305BK 5-ft MIDI Cable, Blucoil Power Supply Slim AC/DC Adapter for 9V DC 670mA AND 5-Pack of Cable Ties","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07DY6GYKC,B07DY6GYKC,378,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71X6yUOm5OL._SL1200_.jpg,14,pounds,"#162,064 in Musical Instruments (See Top 100 in Musical Instruments)","#349 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-22,blucoil,14,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,289
243,1,"Tiptop Audio HATS808 TR808 Hi-Hats Gen","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01I03G8KE,B01I03G8KE,379,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71JljlDNy3L._SL1500_.jpg,11,ounces,"#160,569 in Musical Instruments (See Top 100 in Musical Instruments)","#339 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-26,"Tiptop Audio",11,ounces,NULL,inches,0,290
244,1,"Mutable Instruments Shelves","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LSFHO,B01F9LSFHO,380,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/613L38mNLyL._SL1200_.jpg,1,pounds,"#157,459 in Musical Instruments (See Top 100 in Musical Instruments)","#330 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-02,"Mutable Instruments",1,pounds,NULL,inches,0,291
245,1,"Roland JUNO-DS61 61-key Synthesizer with 1 Year Free Extended Warranty","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01EHO5OEG,B01EHO5OEG,381,JUNO-DS61,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61sTWi1OiYL._SL1300_.jpg,18,pounds,"#123,142 in Musical Instruments (See Top 100 in Musical Instruments)","#244 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-04-19,Roland,12,pounds,NULL,inches,0,292
246,1,"Akai Professional Timbre Wolf | True Analog 4-voice Polyphonic Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00SHM169W,B071CQ6FBK,382,"Timbre Wolf",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71qztjaZYgL._SL1200_.jpg,10,10.49pounds,"#100,234 in Musical Instruments (See Top 100 in Musical Instruments)","#192 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-09-23,"Akai Professional",9,pounds,NULL,inches,0,293
247,1,"Roland FA-07 76-key Music Workstation with 1 Year EverythingMusic Extended Warranty Free","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07782XZQ9,B07782XZQ9,383,FA-07,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71O-33u1guL._SL1500_.jpg,26,pounds,"#150,040 in Musical Instruments (See Top 100 in Musical Instruments)","#315 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-11-07,Roland,19,pounds,NULL,inches,0,294
248,1,"Roland SE-02 Boutique Designer Series Analog Synthesizer with 1 Year EverythingMusic Extended Warranty Free","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B078KDBF26,B078KDBF26,384,SE-02,5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61Lnj8mYzfL._SL1000_.jpg,8,pounds,"#159,127 in Musical Instruments (See Top 100 in Musical Instruments)","#335 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-21,Roland,2,pounds,NULL,inches,0,295
250,1,"Pittsburgh Modular Synthesizers LIFEFORMS SYSTEM INTERFACE","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B071D4Y6GV,B071D4Y6GV,386,PMS2034,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81QVMSb1PpL._SL1060_.jpg,16,ounces,"#147,128 in Musical Instruments (See Top 100 in Musical Instruments)","#312 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-04-18,"Pittsburgh Modular Synthesizers",16,ounces,NULL,inches,0,297
251,1,"Arturia MicroBrute Analog Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00GGOICTK,B00GGOICTK,393,MicroBrute,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71BcZxaf8WL._SL1500_.jpg,6,pounds,"#1,141,222 in Electronics (See Top 100 in Electronics)","#1,167 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2013-11-05,Arturia,6,pounds,NULL,inches,0,298
253,1,"Krome 61 Keyboard Limited Edition Gold 61-Note Workstation","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00F94SJLO,B00F94SJLO,395,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61YQ2kYnR3L._SL1200_.jpg,30,29.8pounds,"#524,084 in Musical Instruments (See Top 100 in Musical Instruments)","#1,446 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2013-11-11,Korg,30,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,300
255,1,"Roland SH-3A Keyboard Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00F42ZV4Y,B00F42ZV4Y,397,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61HhTgdnfHL._SL1023_.jpg,13,13pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2013-09-11,Roland,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,302
260,1,"Yamaha CS1X Keyboard Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00F06C2YQ,B00F06C2YQ,402,cs1x,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71SA-OlUIWL._SL1280_.jpg,14,14pounds,"#365,837 in Musical Instruments (See Top 100 in Musical Instruments)","#999 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2011-09-17,Yamaha,13,pounds,NULL,inches,0,307
