staId,staRetId,staProductName,staBreadcrumb,staOptionName,staChildIdentifier,staParentIdentifier,staUrlId,staPartNumber,staImageCount,staDescription,staMainImage,staShippingWeight,staShippingWeightUnit,staBestSeller1,staBestSeller2,staBestSeller3,staFirstAvailable,staBrand,staItemWeight,staItemWeightUnit,staDimensions,staDimensionsUnit,staAplus,staLastCrawl
160,1,"Pittsburgh Modular Lifeforms SV-1 dual Oscillator Modular Synthesizer Voice w/ 8 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01J6LE7LQ,B01J6LE7LQ,231,"Lifeforms SV-1 BUNDLE",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71NKY6fIU2L._SL1500_.jpg,6,pounds,"#116,576 in Musical Instruments (See Top 100 in Musical Instruments)","#227 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-27,"Pittsburgh Modular",6,pounds,NULL,inches,0,192
161,1,"Korg MS-20 True Analog Mono Synthesizer USB MIDI w / (2) 18.6' Instrument Cables and Headphones","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00GDDLP9I,B00GDDLP9I,232,"MS-20 BUNDLE",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/716vWOJfBfL._SL1500_.jpg,16,pounds,"#130,021 in Musical Instruments (See Top 100 in Musical Instruments)","#260 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2013-09-24,Korg,16,pounds,NULL,inches,0,193
162,1,"Teenage Engineering PO-35 Speak Pocket Operator Vocal Synthesizer with 1 Year EverythingMusic Extended Warranty Free","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07BP6X958,B07BP6X958,233,"PO-35 Speak",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61sbO9PL1qL._SL1000_.jpg,3,pounds,"#109,360 in Musical Instruments (See Top 100 in Musical Instruments)","#212 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-24,"Teenage Engineering",3,ounces,NULL,inches,0,194
164,1,"Korg ARP Odyssey Duophonic Analog Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00SN8AQI2,B00SN8AQI2,236,ARPODYSSEY,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71%2BsptOrMYL._SL1337_.jpg,21,pounds,"#109,981 in Musical Instruments (See Top 100 in Musical Instruments)","#215 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-05-25,Korg,11,pounds,NULL,inches,0,197
165,1,"Arturia MiniBrute Analog Synthesizer","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0074EVT7I,B0074EVT7I,237,530101,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71n7XSWcNIL._SL1445_.jpg,11,pounds,"#76,466 in Musical Instruments (See Top 100 in Musical Instruments)","#130 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2012-03-02,Arturia,9,pounds,NULL,inches,0,198
166,1,"Nalbantov USB Floppy Disk Drive Emulator for Piano Roland KR 577, 977, 1077","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06Y3FTRRQ,"[!Error: parent_asin Not Found]",238,"[!Error: part_number Not Found]",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81sZusUK7CL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#251 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,,2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,199
167,1,"Floppy Disk USB Emulator Nalbantov N-Drive 1000 for Ensoniq Mirage (all versions) + OSs","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KCDRN34,B07KCDRN34,241,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71sk8ynAdDL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-06,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,200
168,1,"Floppy Disk USB Emulator Nalbantov N-Drive 1000 for AKAI MPC-60 MK II, Version 2","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KCBCWBL,B07KCBCWBL,244,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71sk8ynAdDL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-06,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,201
169,1,"Nalbantov USB Floppy Disk Drive Emulator for Kawai Q80 and Kawai Q80EX","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06Y3V1ZB5,"[!Error: parent_asin Not Found]",250,"[!Error: part_number Not Found]",6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/815ws30bzCL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,202
170,1,"Nalbantov USB Floppy Disk Drive Emulator for Technics SX-KN 720/920/930/1500/3000/6500","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06Y3CPQ1Y,"[!Error: parent_asin Not Found]",252,"[!Error: part_number Not Found]",6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81sZusUK7CL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,203
171,1,"Nalbantov USB Floppy Disk Drive Emulator for KORG 01WFD, 01W","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06Y474TQX,B06Y474TQX,258,"[!Error: part_number Not Found]",6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81sZusUK7CL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,204
172,1,"USB Floppy Disk Drive Emulator for Yamaha Clavinova CVP 75, CVP 83, CVP 85, CVP 87, CVP 89","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06Y42F2VZ,B06Y42F2VZ,261,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81sZusUK7CL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#377,640 in Musical Instruments (See Top 100 in Musical Instruments)","#1,031 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-10-24,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,205
173,1,"Roland SE-02 Monophonic Analog Synthesizer Module BUNDLED WITH Samson SR350 Closed-Back Stereo Headphones, 2 Pack of Blucoil 5-Ft MIDI Cables AND 5-Pack of Cable Ties","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KPL66KT,B07KPL66KT,267,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/815dYtJcHbL._SL1500_.jpg,5,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-19,blucoil,5,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,206
174,1,"Floppy Disk USB Emulator Nalbantov N-Drive 1000 for Emu Emax SE (or rack) + OS E-mu Emax SE","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KCL9M58,B07KCL9M58,268,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71sk8ynAdDL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-06,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,207
175,1,"Floppy Disk USB Emulator Nalbantov N-Drive 1000 for Emu Emax II or rack + OS (E-mu Emax 2)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07KCGNK27,B07KCGNK27,271,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71sk8ynAdDL._SL1500_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-11-06,"Nalbantov Electronics",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,208
177,1,"Access Virus TI v2 Polar Total Integration Synthesizer and Keyboard Controller","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B002FZIDKM,B002FZIDKM,275,T12POL,4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61it1sE14UL._SL1000_.jpg,22,22.1pounds,"#127,378 in Musical Instruments (See Top 100 in Musical Instruments)","#254 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2009-07-02,Access,22,pounds,NULL,inches,0,210
180,1,"Yamaha MOXF8 Graded Hammer Standard 88 Keys Music Production Keyboard Workstation with Initial Touch, Double X-Style Stand, Stereo Headphone, MIDI Cables and Synthesizer Cloth (MOXF8 Bundle)","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B0781N66SV,B0781GNBF3,279,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71y3GDmTtsL._SL1500_.jpg,46,45.9pounds,"#129,594 in Musical Instruments (See Top 100 in Musical Instruments)","#258 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-12-09,Yamaha,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,214
181,1,"Roland Juno-DS61 61-key Synthesizer w/FREE Keyboard Stand","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07C2MDTC8,B07C2MDTC8,280,"[!Error: part_number Not Found]",5,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71pfgUubXUL._SL1500_.jpg,19,pounds,"#129,889 in Musical Instruments (See Top 100 in Musical Instruments)","#260 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-04-09,"Roland Roland",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,215
182,1,"Moog CP-251 Moogerfooger Control Processor","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B004R6I7L2,B004R6I7L2,281,CP-251-0000,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81Q3%2BunVpbL._SL1500_.jpg,4,pounds,"#109,280 in Musical Instruments (See Top 100 in Musical Instruments)","#207 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-03-23,"Moog Music Inc.",4,pounds,NULL,inches,0,216
183,1,"Yamaha PSR-S975 + SKB 3i-4719-TKBD","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07FPP733Z,B07FPP733Z,282,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71Q0bRXEDKL._SL1215_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#142,898 in Musical Instruments (See Top 100 in Musical Instruments)","#296 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-07-19,Yamaha,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,217
184,1,"Roland JX-03 Sound Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B016NUAIF2,B016NUAIF2,283,JX-03,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61bh0UdkWiL._SL1000_.jpg,3,3.05pounds,"#90,842 in Musical Instruments (See Top 100 in Musical Instruments)","#166 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-10-02,Roland,3,pounds,NULL,inches,0,218
185,1,"Studiologic Sledge 2.0 61-Key Synthesizer with Aftertouch","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B00SHDB92K,B00SHDB92K,285,AMS-Sledge-2,6,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71AiW%2BNk%2BcL._SL1500_.jpg,29,pounds,"#133,625 in Musical Instruments (See Top 100 in Musical Instruments)","#269 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2015-05-06,Studiologic,18,pounds,NULL,inches,0,220
186,1,"Mutable Instruments Branches","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LT050,B01F9LT050,286,"[!Error: part_number Not Found]",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/51Boro2sVpL._SL1200_.jpg,6,ounces,"#131,664 in Musical Instruments (See Top 100 in Musical Instruments)","#263 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-02,"Mutable Instruments",1,pounds,NULL,inches,0,221
187,1,"Blue Lantern 4hp Sub Harmonics Generator Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01H40MWP4,B01H40MWP4,287,"Sub Harmonics Generator",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/6116cdDw3rL._SL1500_.jpg,8,ounces,"#116,724 in Musical Instruments (See Top 100 in Musical Instruments)","#229 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-15,"Blue Lantern",8,ounces,NULL,inches,0,222
189,1,"Roland SH-01A Sound Module with Integrated Arpeggiator, Sequencer BUNDLED WITH 4-Pack of AA Batteries AND 5-Pack of Cable Ties","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B07G9G6QKG,B07G9G6QKG,289,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/816Z5wsBEGL._SL1500_.jpg,3,pounds,"#145,045 in Musical Instruments (See Top 100 in Musical Instruments)","#307 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-08-08,blucoil,3,pounds,NULL,"[!Error: dimensions_unit Not Found]",0,224
190,1,"Studiologic Sledge 2 Black Edition Synthesizer with 61-Key Semi-Weighted Keyboard","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01G7EFJJY,B01G7EFJJY,290,AMS-Sledge-2-BLACK,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81b1s8XEzwL._SL1500_.jpg,28,pounds,"#126,095 in Musical Instruments (See Top 100 in Musical Instruments)","#250 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-08-01,Studiologic,21,pounds,NULL,inches,0,225
193,1,"Dreadbox White Line Dual VCA 8 hp Dual Logarithmic OTA VCA Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B072XYGCMH,B072XYGCMH,294,"White Line Dual VCA",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71-jkYHW8CL._SL1500_.jpg,1,pounds,"#276,209 in Musical Instruments (See Top 100 in Musical Instruments)","#718 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2017-06-20,Dreadbox,1,pounds,NULL,inches,0,228
195,1,"Novation IMPULSE 25 Ableton Live 25-Key MIDI USB Keyboard Controller+Headphones","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B06XC67D1H,B06XC67D1H,299,"[!Error: part_number Not Found]",7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71IuSyD6qQL._SL1500_.jpg,12,pounds,"#297,727 in Musical Instruments (See Top 100 in Musical Instruments)","#781 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2018-06-21,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,233
196,1,"Novation LAUNCHKEY-25-MK2 25-Key USB MIDI Ableton Keyboard Controller+Speaker","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01N1F14QL,B01N1F14QL,300,LAUNCHKEY-25-MK2+PBL20,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/716cpaYDQ6L._SL1500_.jpg,6,pounds,"#268,623 in Musical Instruments (See Top 100 in Musical Instruments)","#696 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-11-15,Novation,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,234
197,1,"Tiptop Audio HATS909 TR909 Hi-Hats Generator Module w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01MV2DSTX,B01MV2DSTX,301,4334321709,1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71fuBXfHEGL._SL1500_.jpg,1,pounds,"#265,526 in Musical Instruments (See Top 100 in Musical Instruments)","#687 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-26,"Tiptop Audio",1,pounds,NULL,inches,0,235
198,1,"4MS QCD Quad Clock Distributor V2 Eurorack Synth Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01M74J3A6,B01M74J3A6,303,"Quad Clock Distributor V2",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71Jz39Zt2KL._SL1500_.jpg,2,pounds,"#292,577 in Musical Instruments (See Top 100 in Musical Instruments)","#764 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-11-01,"4MS Company",2,pounds,NULL,inches,0,237
199,1,"Yamaha CP40 Stage 88-Key Stage Piano with Keyboard Amplifier, Stand, Headphones, Bench, and Sustain Pedal","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01I8CYJH6,B01I8CYJH6,304,CP40STAGE88AMPSTANDPEDAL,7,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61NK4dE2KML._SL1000_.jpg,1,1pounds,"#312,122 in Musical Instruments (See Top 100 in Musical Instruments)","#829 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-07,Yamaha,1,pounds,NULL,inches,0,238
200,1,"Pittsburgh Modular Structure EP-208 Professional 208hp Eurorack Travel Enclosure w/ 8 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01J6L467G,B01J6L467G,310,"EP-208 BUNDLE",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71ov56stZBL._SL1500_.jpg,34,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-07-27,"Pittsburgh Modular",34,pounds,NULL,inches,0,240
201,1,"Yamaha MOXF8 + Dust Cover + Audio Technica Headphones","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01IL86SRG,B01IL86SRG,313,"[!Error: part_number Not Found]",4,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61S7ley%2BL1L._SL1215_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2018-06-12,Yamaha,0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,243
203,1,"Dreadbox Taff2","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01IFFCUAY,B01IFFCUAY,316,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71gv9SIYXZL._SL1500_.jpg,2,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-07-12,Dreadbox,2,pounds,NULL,inches,0,246
204,1,"Dreadbox Kappa2","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01IFFCPPY,B01IFFCPPY,317,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/710W-W3slJL._SL1500_.jpg,2,pounds,"#326,688 in Musical Instruments (See Top 100 in Musical Instruments)","#875 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-12,Dreadbox,2,pounds,NULL,inches,0,247
205,1,"Mutable Instruments Shades","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01I03HWVS,B01I03HWVS,318,"[!Error: part_number Not Found]",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61xdLxnbC-L._SL1500_.jpg,1,pounds,"#337,826 in Musical Instruments (See Top 100 in Musical Instruments)","#915 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-09-02,"Mutable Instruments",1,pounds,NULL,inches,0,248
206,1,"Blue Lantern Discrete Ladder VCF 6HP Eurorack Modular w/ 2 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01H7JVYNS,B01H7JVYNS,320,"Discrete Ladder VCF BUNDLE",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71ZDTPHomoL._SL1500_.jpg,1,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-06-17,"Blue Lantern",1,pounds,NULL,inches,0,250
207,1,"Blue Lantern Millipede Variable Pole VCF 13HP Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01H3Z5X7Y,B01H3Z5X7Y,324,"Millipede Variable Pole VCF",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71aHoCS04dL._SL1500_.jpg,13,ounces,"#331,521 in Musical Instruments (See Top 100 in Musical Instruments)","#900 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-15,"Blue Lantern",13,ounces,NULL,inches,0,251
208,1,"Blue Lantern FM JOYSTICK Eurorack Synthesizer Module BLACK","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01H2JDPGC,B01H2JDPGC,325,"FM JOYSTICK",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71W1VqgOlHL._SL1500_.jpg,1,pounds,"#336,901 in Musical Instruments (See Top 100 in Musical Instruments)","#912 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-06-14,"Blue Lantern",1,pounds,NULL,inches,0,252
209,1,"Tiptop Audio MA808 TR808 Maracas Gen","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LSM4A,B01F9LSM4A,326,"[!Error: part_number Not Found]",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/619qyLX2lVL._SL1500_.jpg,1,pounds,"#445,544 in Musical Instruments (See Top 100 in Musical Instruments)","#1,232 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-26,"Tiptop Audio",1,pounds,NULL,inches,0,253
210,1,"Tiptop Audio RS808 TR808 Rims/Clavs Gen","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01F9LSL2I,B01F9LSL2I,327,"[!Error: part_number Not Found]",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61cNFydGExL._SL1500_.jpg,11,ounces,"#326,053 in Musical Instruments (See Top 100 in Musical Instruments)","#870 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-07-26,"Tiptop Audio",11,ounces,NULL,inches,0,254
211,1,"Circuit Abbey ADSRjr Envelope Generator Eurorack Module","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01ELVBDD6,B01ELVBDD6,328,ADSRjr,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61JQquPUsBL._SL1500_.jpg,11,ounces,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-03-11,"Circuit Abbey",11,ounces,NULL,inches,0,255
212,1,"Pittsburgh Modular PHASE SHIFTER Module 16 Stage Voltage Controlled Phaser w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01E7FVPIE,B01E7FVPIE,329,"PHASESHIFTER BUNDLE",2,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71rBJd%2BnD3L._SL1500_.jpg,2,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-03-09,"Pittsburgh Modular",2,pounds,NULL,inches,0,256
213,1,"Pittsburgh Modular CHAIN REACTOR Module Quadraphonic Voltage Influenced Chaotic LFO w/ 4 Cables","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01DYU01EC,B01DYU01EC,330,"CHAIN REACTOR BUNDLE",3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/81yBcZSed-L._SL1500_.jpg,3,pounds,"[!Error: Not Found]","[!Error: Not Found]","[!Error: Not Found]",2016-03-09,"Pittsburgh Modular",3,pounds,NULL,inches,0,257
214,1,"Dave Smith Sequential Prophet-6 Synthesizer Module B-Stock","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01CH3VOV6,B01CH3VOV6,332,PROPHET6MODULE,3,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/71S4FTZUE0L._SL1215_.jpg,0,"[!Error: shipping_weight_unit Could Not Parse]","#428,984 in Musical Instruments (See Top 100 in Musical Instruments)","#1,166 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-03-02,"Dave Smith",0,"[!Error: product_weight_unit Not Found]",NULL,"[!Error: dimensions_unit Not Found]",0,259
215,1,"Pittsburgh Modular Lifeforms KB-1 Pressure Sensitive Keyboard Controller","Musical Instruments | Keyboards & MIDI | Electronic Keyboards | Synthesizers & Workstations","Need to add this",B01C7TBID4,B01C7TBID4,333,"Lifeforms KB-1",1,"need to fix this",https://images-na.ssl-images-amazon.com/images/I/61sagz3%2BJrL._SL1200_.jpg,2,pounds,"#333,116 in Musical Instruments (See Top 100 in Musical Instruments)","#903 in Musical Instruments | Keyboards | Electronic Keyboards | Synthesizers & Workstations",,2016-02-25,"Pittsburgh Modular",3,pounds,NULL,inches,0,260
